Domain Code,Domain,Area Code (M49),Area,Element Code,Element,Item Code (CPC),Item,Year Code,Year,Unit,Value,Flag,Flag Description,Note
"QCL","Crops and livestock products","591","Panama","5312","Area harvested","01709.90","Other pulses n.e.c.","1971","1971","ha","0","A","Official figure",""
"QCL","Crops and livestock products","591","Panama","5312","Area harvested","01709.90","Other pulses n.e.c.","1972","1972","ha","0","A","Official figure",""
"QCL","Crops and livestock products","591","Panama","5312","Area harvested","01709.90","Other pulses n.e.c.","1973","1973","ha","0","A","Official figure",""
"QCL","Crops and livestock products","591","Panama","5312","Area harvested","01709.90","Other pulses n.e.c.","1974","1974","ha","0","A","Official figure",""
"QCL","Crops and livestock products","591","Panama","5312","Area harvested","01709.90","Other pulses n.e.c.","1975","1975","ha","0","A","Official figure",""
"QCL","Crops and livestock products","591","Panama","5312","Area harvested","01709.90","Other pulses n.e.c.","1976","1976","ha","0","A","Official figure",""
"QCL","Crops and livestock products","591","Panama","5312","Area harvested","01709.90","Other pulses n.e.c.","1977","1977","ha","0","A","Official figure",""
"QCL","Crops and livestock products","591","Panama","5312","Area harvested","01709.90","Other pulses n.e.c.","1978","1978","ha","0","A","Official figure",""
"QCL","Crops and livestock products","591","Panama","5312","Area harvested","01709.90","Other pulses n.e.c.","1979","1979","ha","0","A","Official figure",""
"QCL","Crops and livestock products","591","Panama","5312","Area harvested","01709.90","Other pulses n.e.c.","1980","1980","ha","0","A","Official figure",""
"QCL","Crops and livestock products","591","Panama","5312","Area harvested","01709.90","Other pulses n.e.c.","1981","1981","ha","0","A","Official figure",""
"QCL","Crops and livestock products","591","Panama","5312","Area harvested","01709.90","Other pulses n.e.c.","1982","1982","ha","0","A","Official figure",""
"QCL","Crops and livestock products","591","Panama","5312","Area harvested","01709.90","Other pulses n.e.c.","1983","1983","ha","0","A","Official figure",""
"QCL","Crops and livestock products","591","Panama","5312","Area harvested","01709.90","Other pulses n.e.c.","1984","1984","ha","0","A","Official figure",""
"QCL","Crops and livestock products","591","Panama","5312","Area harvested","01709.90","Other pulses n.e.c.","1985","1985","ha","0","A","Official figure",""
"QCL","Crops and livestock products","591","Panama","5312","Area harvested","01709.90","Other pulses n.e.c.","1986","1986","ha","0","A","Official figure",""
"QCL","Crops and livestock products","591","Panama","5312","Area harvested","01709.90","Other pulses n.e.c.","1987","1987","ha","0","A","Official figure",""
"QCL","Crops and livestock products","591","Panama","5312","Area harvested","01709.90","Other pulses n.e.c.","1988","1988","ha","0","A","Official figure",""
"QCL","Crops and livestock products","591","Panama","5312","Area harvested","01709.90","Other pulses n.e.c.","1989","1989","ha","5500","E","Estimated value",""
"QCL","Crops and livestock products","591","Panama","5312","Area harvested","01709.90","Other pulses n.e.c.","1990","1990","ha","7000","A","Official figure",""
"QCL","Crops and livestock products","591","Panama","5312","Area harvested","01709.90","Other pulses n.e.c.","1991","1991","ha","7519","I","Imputed value",""
"QCL","Crops and livestock products","591","Panama","5312","Area harvested","01709.90","Other pulses n.e.c.","1992","1992","ha","9846","I","Imputed value",""
"QCL","Crops and livestock products","591","Panama","5312","Area harvested","01709.90","Other pulses n.e.c.","1993","1993","ha","7868","I","Imputed value",""
"QCL","Crops and livestock products","591","Panama","5312","Area harvested","01709.90","Other pulses n.e.c.","1994","1994","ha","6000","E","Estimated value",""
"QCL","Crops and livestock products","591","Panama","5312","Area harvested","01709.90","Other pulses n.e.c.","1995","1995","ha","4000","E","Estimated value",""
"QCL","Crops and livestock products","591","Panama","5312","Area harvested","01709.90","Other pulses n.e.c.","1996","1996","ha","7000","E","Estimated value",""
"QCL","Crops and livestock products","591","Panama","5312","Area harvested","01709.90","Other pulses n.e.c.","1997","1997","ha","7500","E","Estimated value",""
"QCL","Crops and livestock products","591","Panama","5312","Area harvested","01709.90","Other pulses n.e.c.","1998","1998","ha","5500","E","Estimated value",""
"QCL","Crops and livestock products","591","Panama","5312","Area harvested","01709.90","Other pulses n.e.c.","1999","1999","ha","4000","E","Estimated value",""
"QCL","Crops and livestock products","591","Panama","5312","Area harvested","01709.90","Other pulses n.e.c.","2000","2000","ha","3064","I","Imputed value",""
"QCL","Crops and livestock products","591","Panama","5312","Area harvested","01709.90","Other pulses n.e.c.","2001","2001","ha","5500","E","Estimated value",""
"QCL","Crops and livestock products","591","Panama","5312","Area harvested","01709.90","Other pulses n.e.c.","2002","2002","ha","4201","I","Imputed value",""
"QCL","Crops and livestock products","591","Panama","5312","Area harvested","01709.90","Other pulses n.e.c.","2003","2003","ha","6000","E","Estimated value",""
"QCL","Crops and livestock products","591","Panama","5312","Area harvested","01709.90","Other pulses n.e.c.","2004","2004","ha","6100","E","Estimated value",""
"QCL","Crops and livestock products","591","Panama","5312","Area harvested","01709.90","Other pulses n.e.c.","2005","2005","ha","6650","E","Estimated value",""
"QCL","Crops and livestock products","591","Panama","5312","Area harvested","01709.90","Other pulses n.e.c.","2006","2006","ha","6350","E","Estimated value",""
"QCL","Crops and livestock products","591","Panama","5312","Area harvested","01709.90","Other pulses n.e.c.","2007","2007","ha","6433","I","Imputed value",""
"QCL","Crops and livestock products","591","Panama","5312","Area harvested","01709.90","Other pulses n.e.c.","2008","2008","ha","6300","E","Estimated value",""
"QCL","Crops and livestock products","591","Panama","5312","Area harvested","01709.90","Other pulses n.e.c.","2009","2009","ha","5633","I","Imputed value",""
"QCL","Crops and livestock products","591","Panama","5312","Area harvested","01709.90","Other pulses n.e.c.","2010","2010","ha","6856","I","Imputed value",""
"QCL","Crops and livestock products","591","Panama","5312","Area harvested","01709.90","Other pulses n.e.c.","2011","2011","ha","3629","I","Imputed value",""
"QCL","Crops and livestock products","591","Panama","5312","Area harvested","01709.90","Other pulses n.e.c.","2012","2012","ha","4800","E","Estimated value",""
"QCL","Crops and livestock products","591","Panama","5312","Area harvested","01709.90","Other pulses n.e.c.","2013","2013","ha","4800","E","Estimated value",""
"QCL","Crops and livestock products","591","Panama","5312","Area harvested","01709.90","Other pulses n.e.c.","2014","2014","ha","5144","I","Imputed value",""
"QCL","Crops and livestock products","591","Panama","5312","Area harvested","01709.90","Other pulses n.e.c.","2015","2015","ha","3906","I","Imputed value",""
"QCL","Crops and livestock products","591","Panama","5312","Area harvested","01709.90","Other pulses n.e.c.","2016","2016","ha","4382","I","Imputed value",""
"QCL","Crops and livestock products","591","Panama","5312","Area harvested","01709.90","Other pulses n.e.c.","2017","2017","ha","1996","I","Imputed value",""
"QCL","Crops and livestock products","591","Panama","5312","Area harvested","01709.90","Other pulses n.e.c.","2018","2018","ha","1902","I","Imputed value",""
"QCL","Crops and livestock products","591","Panama","5312","Area harvested","01709.90","Other pulses n.e.c.","2019","2019","ha","0","E","Estimated value",""
"QCL","Crops and livestock products","591","Panama","5312","Area harvested","01709.90","Other pulses n.e.c.","2020","2020","ha","0","E","Estimated value",""
"QCL","Crops and livestock products","591","Panama","5312","Area harvested","01709.90","Other pulses n.e.c.","2021","2021","ha","0","E","Estimated value",""
"QCL","Crops and livestock products","591","Panama","5312","Area harvested","01709.90","Other pulses n.e.c.","2022","2022","ha","0","E","Estimated value",""
"QCL","Crops and livestock products","591","Panama","5312","Area harvested","01709.90","Other pulses n.e.c.","2023","2023","ha","0","E","Estimated value",""
"QCL","Crops and livestock products","591","Panama","5312","Area harvested","01290.90","Other vegetables, fresh n.e.c.","1961","1961","ha","110","E","Estimated value",""
"QCL","Crops and livestock products","591","Panama","5312","Area harvested","01290.90","Other vegetables, fresh n.e.c.","1962","1962","ha","115","E","Estimated value",""
"QCL","Crops and livestock products","591","Panama","5312","Area harvested","01290.90","Other vegetables, fresh n.e.c.","1963","1963","ha","125","E","Estimated value",""
"QCL","Crops and livestock products","591","Panama","5312","Area harvested","01290.90","Other vegetables, fresh n.e.c.","1964","1964","ha","135","E","Estimated value",""
"QCL","Crops and livestock products","591","Panama","5312","Area harvested","01290.90","Other vegetables, fresh n.e.c.","1965","1965","ha","140","E","Estimated value",""
"QCL","Crops and livestock products","591","Panama","5312","Area harvested","01290.90","Other vegetables, fresh n.e.c.","1966","1966","ha","140","E","Estimated value",""
"QCL","Crops and livestock products","591","Panama","5312","Area harvested","01290.90","Other vegetables, fresh n.e.c.","1967","1967","ha","170","E","Estimated value",""
"QCL","Crops and livestock products","591","Panama","5312","Area harvested","01290.90","Other vegetables, fresh n.e.c.","1968","1968","ha","190","E","Estimated value",""
"QCL","Crops and livestock products","591","Panama","5312","Area harvested","01290.90","Other vegetables, fresh n.e.c.","1969","1969","ha","145","E","Estimated value",""
"QCL","Crops and livestock products","591","Panama","5312","Area harvested","01290.90","Other vegetables, fresh n.e.c.","1970","1970","ha","150","E","Estimated value",""
"QCL","Crops and livestock products","591","Panama","5312","Area harvested","01290.90","Other vegetables, fresh n.e.c.","1971","1971","ha","155","E","Estimated value",""
"QCL","Crops and livestock products","591","Panama","5312","Area harvested","01290.90","Other vegetables, fresh n.e.c.","1972","1972","ha","130","E","Estimated value",""
"QCL","Crops and livestock products","591","Panama","5312","Area harvested","01290.90","Other vegetables, fresh n.e.c.","1973","1973","ha","130","E","Estimated value",""
"QCL","Crops and livestock products","591","Panama","5312","Area harvested","01290.90","Other vegetables, fresh n.e.c.","1974","1974","ha","130","E","Estimated value",""
"QCL","Crops and livestock products","591","Panama","5312","Area harvested","01290.90","Other vegetables, fresh n.e.c.","1975","1975","ha","80","E","Estimated value",""
"QCL","Crops and livestock products","591","Panama","5312","Area harvested","01290.90","Other vegetables, fresh n.e.c.","1976","1976","ha","80","E","Estimated value",""
"QCL","Crops and livestock products","591","Panama","5312","Area harvested","01290.90","Other vegetables, fresh n.e.c.","1977","1977","ha","115","E","Estimated value",""
"QCL","Crops and livestock products","591","Panama","5312","Area harvested","01290.90","Other vegetables, fresh n.e.c.","1978","1978","ha","115","E","Estimated value",""
"QCL","Crops and livestock products","591","Panama","5312","Area harvested","01290.90","Other vegetables, fresh n.e.c.","1979","1979","ha","150","E","Estimated value",""
"QCL","Crops and livestock products","591","Panama","5312","Area harvested","01290.90","Other vegetables, fresh n.e.c.","1980","1980","ha","180","E","Estimated value",""
"QCL","Crops and livestock products","591","Panama","5312","Area harvested","01290.90","Other vegetables, fresh n.e.c.","1981","1981","ha","195","E","Estimated value",""
"QCL","Crops and livestock products","591","Panama","5312","Area harvested","01290.90","Other vegetables, fresh n.e.c.","1982","1982","ha","200","E","Estimated value",""
"QCL","Crops and livestock products","591","Panama","5312","Area harvested","01290.90","Other vegetables, fresh n.e.c.","1983","1983","ha","210","E","Estimated value",""
"QCL","Crops and livestock products","591","Panama","5312","Area harvested","01290.90","Other vegetables, fresh n.e.c.","1984","1984","ha","220","E","Estimated value",""
"QCL","Crops and livestock products","591","Panama","5312","Area harvested","01290.90","Other vegetables, fresh n.e.c.","1985","1985","ha","500","E","Estimated value",""
"QCL","Crops and livestock products","591","Panama","5312","Area harvested","01290.90","Other vegetables, fresh n.e.c.","1986","1986","ha","500","E","Estimated value",""
"QCL","Crops and livestock products","591","Panama","5312","Area harvested","01290.90","Other vegetables, fresh n.e.c.","1987","1987","ha","500","E","Estimated value",""
"QCL","Crops and livestock products","591","Panama","5312","Area harvested","01290.90","Other vegetables, fresh n.e.c.","1988","1988","ha","500","E","Estimated value",""
"QCL","Crops and livestock products","591","Panama","5312","Area harvested","01290.90","Other vegetables, fresh n.e.c.","1989","1989","ha","500","E","Estimated value",""
"QCL","Crops and livestock products","591","Panama","5312","Area harvested","01290.90","Other vegetables, fresh n.e.c.","1990","1990","ha","430","E","Estimated value",""
"QCL","Crops and livestock products","591","Panama","5312","Area harvested","01290.90","Other vegetables, fresh n.e.c.","1991","1991","ha","430","E","Estimated value",""
"QCL","Crops and livestock products","591","Panama","5312","Area harvested","01290.90","Other vegetables, fresh n.e.c.","1992","1992","ha","420","E","Estimated value",""
"QCL","Crops and livestock products","591","Panama","5312","Area harvested","01290.90","Other vegetables, fresh n.e.c.","1993","1993","ha","500","E","Estimated value",""
"QCL","Crops and livestock products","591","Panama","5312","Area harvested","01290.90","Other vegetables, fresh n.e.c.","1994","1994","ha","650","E","Estimated value",""
"QCL","Crops and livestock products","591","Panama","5312","Area harvested","01290.90","Other vegetables, fresh n.e.c.","1995","1995","ha","1000","E","Estimated value",""
"QCL","Crops and livestock products","591","Panama","5312","Area harvested","01290.90","Other vegetables, fresh n.e.c.","1996","1996","ha","1500","E","Estimated value",""
"QCL","Crops and livestock products","591","Panama","5312","Area harvested","01290.90","Other vegetables, fresh n.e.c.","1997","1997","ha","2500","E","Estimated value",""
"QCL","Crops and livestock products","591","Panama","5312","Area harvested","01290.90","Other vegetables, fresh n.e.c.","1998","1998","ha","2300","E","Estimated value",""
"QCL","Crops and livestock products","591","Panama","5312","Area harvested","01290.90","Other vegetables, fresh n.e.c.","1999","1999","ha","2000","E","Estimated value",""
"QCL","Crops and livestock products","591","Panama","5312","Area harvested","01290.90","Other vegetables, fresh n.e.c.","2000","2000","ha","2000","E","Estimated value",""
"QCL","Crops and livestock products","591","Panama","5312","Area harvested","01290.90","Other vegetables, fresh n.e.c.","2001","2001","ha","2200","E","Estimated value",""
"QCL","Crops and livestock products","591","Panama","5312","Area harvested","01290.90","Other vegetables, fresh n.e.c.","2002","2002","ha","2500","E","Estimated value",""
"QCL","Crops and livestock products","591","Panama","5312","Area harvested","01290.90","Other vegetables, fresh n.e.c.","2003","2003","ha","2550","E","Estimated value",""
"QCL","Crops and livestock products","591","Panama","5312","Area harvested","01290.90","Other vegetables, fresh n.e.c.","2004","2004","ha","2600","E","Estimated value",""
"QCL","Crops and livestock products","591","Panama","5312","Area harvested","01290.90","Other vegetables, fresh n.e.c.","2005","2005","ha","4800","E","Estimated value",""
"QCL","Crops and livestock products","591","Panama","5312","Area harvested","01290.90","Other vegetables, fresh n.e.c.","2006","2006","ha","3500","E","Estimated value",""
"QCL","Crops and livestock products","591","Panama","5312","Area harvested","01290.90","Other vegetables, fresh n.e.c.","2007","2007","ha","5100","E","Estimated value",""
"QCL","Crops and livestock products","591","Panama","5312","Area harvested","01290.90","Other vegetables, fresh n.e.c.","2008","2008","ha","5200","E","Estimated value",""
"QCL","Crops and livestock products","591","Panama","5312","Area harvested","01290.90","Other vegetables, fresh n.e.c.","2009","2009","ha","1450","E","Estimated value",""
"QCL","Crops and livestock products","591","Panama","5312","Area harvested","01290.90","Other vegetables, fresh n.e.c.","2010","2010","ha","4500","E","Estimated value",""
"QCL","Crops and livestock products","591","Panama","5312","Area harvested","01290.90","Other vegetables, fresh n.e.c.","2011","2011","ha","5200","E","Estimated value",""
"QCL","Crops and livestock products","591","Panama","5312","Area harvested","01290.90","Other vegetables, fresh n.e.c.","2012","2012","ha","5300","E","Estimated value",""
"QCL","Crops and livestock products","591","Panama","5312","Area harvested","01290.90","Other vegetables, fresh n.e.c.","2013","2013","ha","4726","I","Imputed value",""
"QCL","Crops and livestock products","591","Panama","5312","Area harvested","01290.90","Other vegetables, fresh n.e.c.","2014","2014","ha","5200","E","Estimated value",""
"QCL","Crops and livestock products","591","Panama","5312","Area harvested","01290.90","Other vegetables, fresh n.e.c.","2015","2015","ha","4649","I","Imputed value",""
"QCL","Crops and livestock products","591","Panama","5312","Area harvested","01290.90","Other vegetables, fresh n.e.c.","2016","2016","ha","4150","I","Imputed value",""
"QCL","Crops and livestock products","591","Panama","5312","Area harvested","01290.90","Other vegetables, fresh n.e.c.","2017","2017","ha","3902","I","Imputed value",""
"QCL","Crops and livestock products","591","Panama","5312","Area harvested","01290.90","Other vegetables, fresh n.e.c.","2018","2018","ha","3653","I","Imputed value",""
"QCL","Crops and livestock products","591","Panama","5312","Area harvested","01290.90","Other vegetables, fresh n.e.c.","2019","2019","ha","361","I","Imputed value",""
"QCL","Crops and livestock products","591","Panama","5312","Area harvested","01290.90","Other vegetables, fresh n.e.c.","2020","2020","ha","188","I","Imputed value",""
"QCL","Crops and livestock products","591","Panama","5312","Area harvested","01290.90","Other vegetables, fresh n.e.c.","2021","2021","ha","1842","I","Imputed value",""
"QCL","Crops and livestock products","591","Panama","5312","Area harvested","01290.90","Other vegetables, fresh n.e.c.","2022","2022","ha","2862","I","Imputed value",""
"QCL","Crops and livestock products","591","Panama","5312","Area harvested","01290.90","Other vegetables, fresh n.e.c.","2023","2023","ha","1447","I","Imputed value",""
"QCL","Crops and livestock products","591","Panama","5312","Area harvested","01317","Papayas","1961","1961","ha","","M","Missing value (data cannot exist, not applicable)",""
"QCL","Crops and livestock products","591","Panama","5312","Area harvested","01317","Papayas","1962","1962","ha","","M","Missing value (data cannot exist, not applicable)",""
"QCL","Crops and livestock products","591","Panama","5312","Area harvested","01317","Papayas","1963","1963","ha","","M","Missing value (data cannot exist, not applicable)",""
"QCL","Crops and livestock products","591","Panama","5312","Area harvested","01317","Papayas","1964","1964","ha","","M","Missing value (data cannot exist, not applicable)",""
"QCL","Crops and livestock products","591","Panama","5312","Area harvested","01317","Papayas","1965","1965","ha","","M","Missing value (data cannot exist, not applicable)",""
"QCL","Crops and livestock products","591","Panama","5312","Area harvested","01317","Papayas","1966","1966","ha","","M","Missing value (data cannot exist, not applicable)",""
"QCL","Crops and livestock products","591","Panama","5312","Area harvested","01317","Papayas","1967","1967","ha","","M","Missing value (data cannot exist, not applicable)",""
"QCL","Crops and livestock products","591","Panama","5312","Area harvested","01317","Papayas","1968","1968","ha","","M","Missing value (data cannot exist, not applicable)",""
"QCL","Crops and livestock products","591","Panama","5312","Area harvested","01317","Papayas","1969","1969","ha","","M","Missing value (data cannot exist, not applicable)",""
"QCL","Crops and livestock products","591","Panama","5312","Area harvested","01317","Papayas","1970","1970","ha","","M","Missing value (data cannot exist, not applicable)",""
"QCL","Crops and livestock products","591","Panama","5312","Area harvested","01317","Papayas","1971","1971","ha","","M","Missing value (data cannot exist, not applicable)",""
"QCL","Crops and livestock products","591","Panama","5312","Area harvested","01317","Papayas","1972","1972","ha","","M","Missing value (data cannot exist, not applicable)",""
"QCL","Crops and livestock products","591","Panama","5312","Area harvested","01317","Papayas","1973","1973","ha","","M","Missing value (data cannot exist, not applicable)",""
"QCL","Crops and livestock products","591","Panama","5312","Area harvested","01317","Papayas","1974","1974","ha","","M","Missing value (data cannot exist, not applicable)",""
"QCL","Crops and livestock products","591","Panama","5312","Area harvested","01317","Papayas","1975","1975","ha","","M","Missing value (data cannot exist, not applicable)",""
"QCL","Crops and livestock products","591","Panama","5312","Area harvested","01317","Papayas","1976","1976","ha","","M","Missing value (data cannot exist, not applicable)",""
"QCL","Crops and livestock products","591","Panama","5312","Area harvested","01317","Papayas","1977","1977","ha","","M","Missing value (data cannot exist, not applicable)",""
"QCL","Crops and livestock products","591","Panama","5312","Area harvested","01317","Papayas","1978","1978","ha","","M","Missing value (data cannot exist, not applicable)",""
"QCL","Crops and livestock products","591","Panama","5312","Area harvested","01317","Papayas","1979","1979","ha","","M","Missing value (data cannot exist, not applicable)",""
"QCL","Crops and livestock products","591","Panama","5312","Area harvested","01317","Papayas","1980","1980","ha","","M","Missing value (data cannot exist, not applicable)",""
"QCL","Crops and livestock products","591","Panama","5312","Area harvested","01317","Papayas","1981","1981","ha","","M","Missing value (data cannot exist, not applicable)",""
"QCL","Crops and livestock products","591","Panama","5312","Area harvested","01317","Papayas","1982","1982","ha","","M","Missing value (data cannot exist, not applicable)",""
"QCL","Crops and livestock products","591","Panama","5312","Area harvested","01317","Papayas","1983","1983","ha","","M","Missing value (data cannot exist, not applicable)",""
"QCL","Crops and livestock products","591","Panama","5312","Area harvested","01317","Papayas","1984","1984","ha","","M","Missing value (data cannot exist, not applicable)",""
"QCL","Crops and livestock products","591","Panama","5312","Area harvested","01317","Papayas","1985","1985","ha","","M","Missing value (data cannot exist, not applicable)",""
"QCL","Crops and livestock products","591","Panama","5312","Area harvested","01317","Papayas","1986","1986","ha","","M","Missing value (data cannot exist, not applicable)",""
"QCL","Crops and livestock products","591","Panama","5312","Area harvested","01317","Papayas","1987","1987","ha","","M","Missing value (data cannot exist, not applicable)",""
"QCL","Crops and livestock products","591","Panama","5312","Area harvested","01317","Papayas","1988","1988","ha","","M","Missing value (data cannot exist, not applicable)",""
"QCL","Crops and livestock products","591","Panama","5312","Area harvested","01317","Papayas","1989","1989","ha","130","E","Estimated value",""
"QCL","Crops and livestock products","591","Panama","5312","Area harvested","01317","Papayas","1990","1990","ha","120","E","Estimated value",""
"QCL","Crops and livestock products","591","Panama","5312","Area harvested","01317","Papayas","1991","1991","ha","130","E","Estimated value",""
"QCL","Crops and livestock products","591","Panama","5312","Area harvested","01317","Papayas","1992","1992","ha","140","E","Estimated value",""
"QCL","Crops and livestock products","591","Panama","5312","Area harvested","01317","Papayas","1993","1993","ha","146","I","Imputed value",""
"QCL","Crops and livestock products","591","Panama","5312","Area harvested","01317","Papayas","1994","1994","ha","152","I","Imputed value",""
"QCL","Crops and livestock products","591","Panama","5312","Area harvested","01317","Papayas","1995","1995","ha","159","I","Imputed value",""
"QCL","Crops and livestock products","591","Panama","5312","Area harvested","01317","Papayas","1996","1996","ha","166","I","Imputed value",""
"QCL","Crops and livestock products","591","Panama","5312","Area harvested","01317","Papayas","1997","1997","ha","173","I","Imputed value",""
"QCL","Crops and livestock products","591","Panama","5312","Area harvested","01317","Papayas","1998","1998","ha","180","I","Imputed value",""
"QCL","Crops and livestock products","591","Panama","5312","Area harvested","01317","Papayas","1999","1999","ha","188","I","Imputed value",""
"QCL","Crops and livestock products","591","Panama","5312","Area harvested","01317","Papayas","2000","2000","ha","196","I","Imputed value",""
"QCL","Crops and livestock products","591","Panama","5312","Area harvested","01317","Papayas","2001","2001","ha","169","I","Imputed value",""
"QCL","Crops and livestock products","591","Panama","5312","Area harvested","01317","Papayas","2002","2002","ha","180","A","Official figure",""
"QCL","Crops and livestock products","591","Panama","5312","Area harvested","01317","Papayas","2003","2003","ha","178","I","Imputed value",""
"QCL","Crops and livestock products","591","Panama","5312","Area harvested","01317","Papayas","2004","2004","ha","182","I","Imputed value",""
"QCL","Crops and livestock products","591","Panama","5312","Area harvested","01317","Papayas","2005","2005","ha","186","I","Imputed value",""
"QCL","Crops and livestock products","591","Panama","5312","Area harvested","01317","Papayas","2006","2006","ha","195","I","Imputed value",""
"QCL","Crops and livestock products","591","Panama","5312","Area harvested","01317","Papayas","2007","2007","ha","200","I","Imputed value",""
"QCL","Crops and livestock products","591","Panama","5312","Area harvested","01317","Papayas","2008","2008","ha","204","I","Imputed value",""
"QCL","Crops and livestock products","591","Panama","5312","Area harvested","01317","Papayas","2009","2009","ha","209","I","Imputed value",""
"QCL","Crops and livestock products","591","Panama","5312","Area harvested","01317","Papayas","2010","2010","ha","214","I","Imputed value",""
"QCL","Crops and livestock products","591","Panama","5312","Area harvested","01317","Papayas","2011","2011","ha","183","A","Official figure",""
"QCL","Crops and livestock products","591","Panama","5312","Area harvested","01317","Papayas","2012","2012","ha","188","I","Imputed value",""
"QCL","Crops and livestock products","591","Panama","5312","Area harvested","01317","Papayas","2013","2013","ha","191","I","Imputed value",""
"QCL","Crops and livestock products","591","Panama","5312","Area harvested","01317","Papayas","2014","2014","ha","193","I","Imputed value",""
"QCL","Crops and livestock products","591","Panama","5312","Area harvested","01317","Papayas","2015","2015","ha","196","I","Imputed value",""
"QCL","Crops and livestock products","591","Panama","5312","Area harvested","01317","Papayas","2016","2016","ha","198","I","Imputed value",""
"QCL","Crops and livestock products","591","Panama","5312","Area harvested","01317","Papayas","2017","2017","ha","200","I","Imputed value",""
"QCL","Crops and livestock products","591","Panama","5312","Area harvested","01317","Papayas","2018","2018","ha","206","I","Imputed value",""
"QCL","Crops and livestock products","591","Panama","5312","Area harvested","01317","Papayas","2019","2019","ha","326","A","Official figure",""
"QCL","Crops and livestock products","591","Panama","5312","Area harvested","01317","Papayas","2020","2020","ha","392","A","Official figure",""
"QCL","Crops and livestock products","591","Panama","5312","Area harvested","01317","Papayas","2021","2021","ha","485","I","Imputed value",""
"QCL","Crops and livestock products","591","Panama","5312","Area harvested","01317","Papayas","2022","2022","ha","575","I","Imputed value",""
"QCL","Crops and livestock products","591","Panama","5312","Area harvested","01317","Papayas","2023","2023","ha","366","I","Imputed value",""
"QCL","Crops and livestock products","591","Panama","5312","Area harvested","01707","Pigeon peas, dry","1961","1961","ha","2000","E","Estimated value",""
"QCL","Crops and livestock products","591","Panama","5312","Area harvested","01707","Pigeon peas, dry","1962","1962","ha","2000","E","Estimated value",""
"QCL","Crops and livestock products","591","Panama","5312","Area harvested","01707","Pigeon peas, dry","1963","1963","ha","2000","E","Estimated value",""
"QCL","Crops and livestock products","591","Panama","5312","Area harvested","01707","Pigeon peas, dry","1964","1964","ha","2000","E","Estimated value",""
"QCL","Crops and livestock products","591","Panama","5312","Area harvested","01707","Pigeon peas, dry","1965","1965","ha","2000","E","Estimated value",""
"QCL","Crops and livestock products","591","Panama","5312","Area harvested","01707","Pigeon peas, dry","1966","1966","ha","2000","E","Estimated value",""
"QCL","Crops and livestock products","591","Panama","5312","Area harvested","01707","Pigeon peas, dry","1967","1967","ha","2000","E","Estimated value",""
"QCL","Crops and livestock products","591","Panama","5312","Area harvested","01707","Pigeon peas, dry","1968","1968","ha","2000","E","Estimated value",""
"QCL","Crops and livestock products","591","Panama","5312","Area harvested","01707","Pigeon peas, dry","1969","1969","ha","2000","E","Estimated value",""
"QCL","Crops and livestock products","591","Panama","5312","Area harvested","01707","Pigeon peas, dry","1970","1970","ha","1963","A","Official figure",""
"QCL","Crops and livestock products","591","Panama","5312","Area harvested","01707","Pigeon peas, dry","1971","1971","ha","2000","E","Estimated value",""
"QCL","Crops and livestock products","591","Panama","5312","Area harvested","01707","Pigeon peas, dry","1972","1972","ha","2000","E","Estimated value",""
"QCL","Crops and livestock products","591","Panama","5312","Area harvested","01707","Pigeon peas, dry","1973","1973","ha","2000","E","Estimated value",""
"QCL","Crops and livestock products","591","Panama","5312","Area harvested","01707","Pigeon peas, dry","1974","1974","ha","2000","E","Estimated value",""
"QCL","Crops and livestock products","591","Panama","5312","Area harvested","01707","Pigeon peas, dry","1975","1975","ha","2000","E","Estimated value",""
"QCL","Crops and livestock products","591","Panama","5312","Area harvested","01707","Pigeon peas, dry","1976","1976","ha","2000","E","Estimated value",""
"QCL","Crops and livestock products","591","Panama","5312","Area harvested","01707","Pigeon peas, dry","1977","1977","ha","2000","E","Estimated value",""
"QCL","Crops and livestock products","591","Panama","5312","Area harvested","01707","Pigeon peas, dry","1978","1978","ha","2000","E","Estimated value",""
"QCL","Crops and livestock products","591","Panama","5312","Area harvested","01707","Pigeon peas, dry","1979","1979","ha","2000","E","Estimated value",""
"QCL","Crops and livestock products","591","Panama","5312","Area harvested","01707","Pigeon peas, dry","1980","1980","ha","2100","E","Estimated value",""
"QCL","Crops and livestock products","591","Panama","5312","Area harvested","01707","Pigeon peas, dry","1981","1981","ha","2300","E","Estimated value",""
"QCL","Crops and livestock products","591","Panama","5312","Area harvested","01707","Pigeon peas, dry","1982","1982","ha","2700","E","Estimated value",""
"QCL","Crops and livestock products","591","Panama","5312","Area harvested","01707","Pigeon peas, dry","1983","1983","ha","2600","E","Estimated value",""
"QCL","Crops and livestock products","591","Panama","5312","Area harvested","01707","Pigeon peas, dry","1984","1984","ha","2650","E","Estimated value",""
"QCL","Crops and livestock products","591","Panama","5312","Area harvested","01707","Pigeon peas, dry","1985","1985","ha","2700","E","Estimated value",""
"QCL","Crops and livestock products","591","Panama","5312","Area harvested","01707","Pigeon peas, dry","1986","1986","ha","2800","E","Estimated value",""
"QCL","Crops and livestock products","591","Panama","5312","Area harvested","01707","Pigeon peas, dry","1987","1987","ha","2900","E","Estimated value",""
"QCL","Crops and livestock products","591","Panama","5312","Area harvested","01707","Pigeon peas, dry","1988","1988","ha","3000","E","Estimated value",""
